代码,名称,备注
688159,有方科技,以智慧能源为基石，进击车联网的通信模组强者         
688322,奥比中光,3D视觉传感器龙头厂商                   
603662,柯力传感,传感器行业隐形冠军，加速向物联网解决方案供应商转型！    
688665,四方光电,专注气体传感器，下游广泛应用于智家、汽车电子等多个领域，获得
300007,汉威科技,以传感器为核心的物联网解决方案引领者            
300701,森霸传感,国内少数掌握热释电红外传感器核心技术并拥有知识产权的企业  
688061,灿瑞科技,“智能传感器+电源管理”协同布局，双轮驱动成长。      
300667,必创科技,为工业和科研客户提供工业监测系统、检测分析系统及MEMS传感
2139,拓邦股份,国内智能控制器领军企业，持续深耕电子电控技术。       
2402,和而泰,深耕智能控制器二十余年，产品涵盖家电、电动工具、智能家居、汽
300279,和晶科技,国内最早将MCU应用于家电智能控制领域的行业先行者之一   
300543,朗科智能,智能控制器和新能源锂电池包的优质企业            
3028,振邦智能,专注高端智能控制器，扎根于家电和电动工具领域，变频控制技术和
301135,瑞德智能,以智能家电控制器为主体，同时布局电机电动、医疗健康、智能家居
2925,盈趣科技,国内智能制造领先企业，以自主创新的UDM模式为基础，形成了高
300822,贝仕达克,专注于智能控制领域，国家高新技术企业            
300943,春晖智控,专注于“智控＆阀专家”的产业定位，专业从事流体控制阀和控制系
301418,协昌科技,行业内少数几家拥有电力电子产业链纵向布局的企业之一，同时具备
688528,秦川物联,曾入选“中国企业创新能力1000强”，曾获“世界物联网企业5
603970,中农立华,中国供销合作社系统内唯一全国农资流通上市平台，国内农资供应链
3042,中农联合,原药制剂一体化的农药生产企业，具备“中间体+原药+制剂”完整
600217,中再资环,一流的资源和环境服务商，拥有10家废弃电器电子产品拆解企业 
626,远大控股,致力于成为一家将贸易与产业、高科技深度融合的大型贸产一体化高
603029,天鹅股份,棉花加工机械制造行业的龙头企业。实控人山东省供销合作社联合社
2999,天禾股份,实控人广东省供销合作联社。在华南地区的农资流通及农技服务领域
2758,浙农股份,全国供销社系统城乡商贸服务业龙头企业，实控人浙江省供销合作社
603611,诺力股份,智能物流系统在手订单62.6亿元，2023年进入利润释放期。
688211,中科微至,中科院微电子所加持的智能物流系统综合解决方案龙头。     
300278,华昌达,智能型自动化装备系统集成供应商               
688455,科捷智能,是国内知名的智能物流和智能制造解决方案提供商。       
603082,北自科技,中国机械总院旗下，中国物流仓储系统集成商竞争力前三     
688360,德马科技,中国领先的智能物流系统解决方案与关键设备提供商之一     
603066,音飞储存,行业领先的智能物流系统集成商。公司产品包含智能物流系统的核心
300873,海晨股份,消费类电子行业供应链解决方案的运营商和管理者        
688557,兰剑智能,公司为全流程的智慧物流系统解决方案供应商，核心产品是智能仓储
688251,井松智能,智能仓储物流设备与智能仓储物流系统提供商          
300486,东杰智能,智能成套装备领域优质集成商，钢铁物流优势企业，拓展新能源行业
2352,顺丰控股,鄂州机场有望引领王者蜕变，从中转中心到仓配中心到产业中心，王
2468,申通快递,老牌快递龙头                        
603056,德邦股份,京东物流整合落地，期待两公司协同效应发挥。         
603117,万林物流,盈利码头目前是国内重点木材码头之一             
603871,嘉友国际,布局“一带一路”沿线关键物流资产，复制跨境多式联运核心能力 
557,西部创业,主营铁路运输、仓储物流、葡萄酒、酒店餐饮四大业务      
2072,凯瑞德,主营煤炭贸易                        
603713,密尔克卫,化工供应链物流龙头，内外兼修打开巨大成长空间        
1228,永泰运,危化品跨境运输龙头企业，受益欧洲能源危机带动国内危化出口预期
2930,宏川智慧,国内领先的石化品物流综合服务商，近期并购和投产项目均有望带来
600794,保税科技,国内液体化工仓储的龙头企业之一，乙二醇和二甘醇进口量常年位居
2492,恒基达鑫,华南沿海地区规模最大的石化产品码头之一           
600153,建发股份,全球布局的供应链服务商，“供应链+地产”双轮驱动，双循环发展
600704,物产中大,中国智慧供应链集成服务引领者                
600057,厦门象屿,深耕大宗商品交易行业多年，成功实现从传统贸易商到一体化供应链
600755,厦门国贸,剥离房地产业务，聚焦供应链业务，行业集中度提升，龙头效应逐步
906,浙商中拓,国内大宗商品供应链领域的奋进者。主业与新业并举，盈利与成长齐
600753,庚星股份,主营焦炭及煤炭等煤化工产品的大宗商品贸易业务为主      
1202,炬申股份,专业的有色金属第三方综合物流企业，与天山铝业、中国铝业等铝产
603813,原尚股份,华南地区较具影响力的第三方供应链物流企业          
300013,*ST新宁,长江三角地区电子信息产业链中不可或缺的物流服务商      
300350,华鹏飞,是国内电子信息产业领域的专业物流服务商           
601156,东航物流,具备了较完备的物流行业生态布局，且打造了有影响力的品牌价值 
603967,中创物流,头部货代物流民营企业，智慧冷链物流和新能源工程物流为业绩增长
301041,金百泽,专注电子产品研发和硬件创新领域               
300128,锦富技术,中国领先的光电显示薄膜器件生产和整体解决方案提供厂商    
300476,胜宏科技,快速扩张的内资PCB中军，HDI逐步放量、积极布局IC载板。
2463,沪电股份,全球PCB领军企业，专注于企业通讯市场板和汽车板两大赛道。 
2938,鹏鼎控股,连续4年位列全球第一大PCB生产企业。           
2913,奥士康,主要从事高精密印制电路板的研产销，公司持续加大对元宇宙、6G
603228,景旺电子,主营印制电路板，是国内少数产品类型覆盖RPCB、FPC和MP
601138,工业富联,依托于工业互联网的全球知名电子设备产品智能制造服务商    
300430,诚益通,“一体两翼、双轮驱动”，业务涵盖智能制造业务和康复医疗设备。
2173,创新医疗,公司旗下拥有建华医院、康华医院、福恬医院和明珠医院四家医疗机
2195,岩山科技,国内领先的互联网上网入口平台，打造了“移动互联+多元投资”的
603610,麒盛科技,电动床龙头，公司主要通过贴牌代工（ODM）的模式向海外企业供
2414,高德红外,高德红外是国内唯一同时具备非制冷探测器、碲镉汞制冷探测器、超
603869,ST智知,国内最早参与公共安全智慧化建设的厂商之一          
300753,爱朋医疗,疼痛管理细分领域唯一上市公司，子品牌诺斯清定位于鼻腔护理细分
2819,东方中科,中国领先的先进测试技术与科技服务商，国内少数能够全面提供仪器
300793,佳禾智能,国内领先的电声产品制造商                  
725,京东方A,京东方已成为全球显示面板龙头企业，LCD出货量居全球第一。 
301293,三博脑科,国内知名的神经专科医疗集团，累计完成神经外科手术量居全国前列
300238,冠昊生物,再生医学材料及再生型医用植入器械的研发、生产的高科技企业  
600023,浙能电力,主营火力发电业务，浙江区域能源龙头企业           
690,宝新能源,广东地区民营火电龙头，2021年末在运火电装机为3.52GW
37,深南电A,在珠江三角洲电力负荷中心区拥有三家全资或控股燃机发电厂   
600578,京能电力,北京地区最大的火力发电企业，环保和发电效率处于行业领先地位 
2608,江苏国信,主营业务为能源+金融“双轮驱动”，旗下江苏信托业务能力和人均
543,皖能电力,主营火力发电的安徽国资控股企业               
600575,淮河能源,物流贸易煤炭销售铁路运输港口作业              
600780,通宝能源,国内大型综合能源企业之一，山西省内拥有完善的220千伏电网结
767,晋控电力,山西省最大的煤电企业，同时有光伏、风力发电业务       
600,建投能源,河北国资委旗下，河北省最大的独立发电公司，90%以上机组为热
600744,华银电力,火电机组装机规模在湖南处于领先位置             
600483,福能股份,福建省风电运营商龙头，转型进行时，估值重估抬升。      
600509,天富能源,电价机制理顺业绩反转在即能源战略基地区位优势凸显      
899,赣能股份,二期发电机组江西省同类型火电机组领先水平          
600863,内蒙华电,内蒙古首家上市公司，内蒙古电力龙头企业。          
1286,陕西能源,陕西国资委旗下，主营火电、煤炭，在役电力装机规模省属企业第一
600157,永泰能源,夯实煤、电主业，发力新能源转型               
1896,豫能控股,火电装机容量位居河南省第二位                
600925,苏能股份,江苏省属徐州矿务集团旗下，主营煤炭及发电业务        
600726,华电能源,"形成发电、供热、煤炭、工程""四位一体""产业格局       "
600644,乐山电力,中国第一家电力股份制企业                  
600310,广西能源,拥有完整的发、供电网络，具备“厂网合一”的企业       
600969,郴电国际,湖南省重要的地方性电网公司，围绕电力供应、城市供水、污水处理
722,湖南发展,湖南国资委旗下，主营水力发电及砂石销售，已布局医疗、养老、光
600868,梅雁吉祥,以水力发电为主的民营企业，公司电站所在区域全部在广东    
791,甘肃能源,集水电、风电、光电为一体的综合性清洁能源上市公司      
600032,浙江新能,实控人浙江省国资委，水力发电、光伏发电、风力发电三大产业协同
993,闽东电力,福建省最大的电力股份制企业                 
600163,中闽能源,福建省最早介入风电项目前期工作和开发建设的风电企业之一   
601619,嘉泽新能,集风力、光伏发电、智能微电网的于一体的新能源企业      
862,银星能源,实控人中国铝业集团，主要从事新能源发电（以风力发电为主，还有
603693,江苏新能,从事风能、生物质能和太阳能等项目的投资开发及建设运营    
600821,金开新能,置出原有百货零售资产，主营业务为光伏和风电的开发、投资、建设
600818,中路股份,中国自行车行业十大知名品牌，拥有知名的“永久”自行车品牌  
601778,晶科科技,民营光伏电站龙头                      
603105,芯能科技,工商业分布式光伏龙头，积极布局储能、充电桩高景气赛道    
40,ST旭蓝,光伏为主，向风电领域拓展，布局大尺寸光伏组件市场，精准发力乡
2256,兆新股份,打造“光伏、储能、充电”技术和产业一体化的高科技领军企业  
2218,拓日新能,内较早可同时生产三种太阳电池芯片并且拥有自主研发核心技术的新
300317,珈伟新能,致力为客户提供全方位光伏清洁能源生产与高效利用的解决方案。 
301046,能辉科技,小而美的光伏系统集成商，国内大电站启动业绩弹性较大。    
300187,永清环保,国内领先的烟气排放综合解决方案的环保工程公司        
2893,京能热力,国家高新技术企业和北京市企业技术中心            
1210,金房能源,北京市重要的民营供热企业之一                
600149,廊坊发展,涉及供热、园区开发建设运营、土地一级开发、棚户区改造、城区重
301197,工大科雅,国内领先的智慧供热管理平台服务商              
605580,恒盛能源,国内大型的环保公用及循环经济型高新技术企业         
605162,新中港,浙江省首个全厂通过超低排放验收的热电厂           
605028,世茂能源,国内较早进入生活垃圾焚烧热电联产领域的企业之一       
2479,富春环保,杭州地区最大的环保公用型垃圾发电及热电联产企业       
605011,杭州热电,浙江省较早建成的热电联产、集中供热环保节能型企业      
600982,宁波能源,宁波市最大的公用热电生产企业                
1376,百通能源,主营工业园区集中供热与热电联产业务，主要覆盖江苏、山东等省份
600719,大连热电,大连地区供热、供电联产龙头企业               
2616,长青集团,民营生物质及燃煤热电联产龙头                
300513,恒实科技,发力综合能源服务，虚拟电厂龙头乘风起航           
301162,国能日新,新能源发电功率预测市场领军企业               
600797,浙大网新,智慧云服务、智慧城市、智慧商务、智慧生活的解决方案提供商  
2090,金智科技,国内电气自动化设备行业龙头企业               
2380,科远智慧,热工自动化和电厂信息化行业国内排名前三           
603533,掌阅科技,主营互联网数字阅读服务及增值服务业务            
603721,中广天择,全媒体优质视频内容提供商                  
301262,海看股份,山东广播电视台旗下，独家运营与山东IPTV集成播控相关的经营
301102,兆讯传媒,高铁数字媒体先行者，与铁路局深度合作，布局裸眼3D大屏等全新
607,华媒控股,杭州日报旗下上市公司，主营报刊发行运营，广告业务，教育和其他
603729,龙韵股份,品牌管理、广告全案服务及电视媒体广告经营的综合型广告公司  
2615,哈尔斯,国内最大的保温杯制造商。公司是国内最具影响力的杯壶制造与品牌
600959,江苏有线,江苏地区有线电视服务商                   
156,华数传媒,专业从事全国新媒体业务和杭州地区有线电视网络业务的企业   
600996,贵广网络,贵州文化产业唯一上市平台                  
600037,歌华有线,拥有北京市有线电视网络的经营权，可承载三网融合业务     
665,湖北广电,经营湖北省有线数字电视产业的投资及运营管理         
601929,吉视传媒,主营吉林地区广播电视传输、数字电视增值、宽带双向交互等服务 
600936,广西广电,广西地区广电网络运营商，广西文化产业龙头企业。控股股东变更为
2238,天威视讯,深圳地区最主要的电视服务提供商，深圳地区数字电视服务市场占有
600831,ST广网,主营有线电视网络运营，拥有两个优秀的技术平台        
603096,新经典,主营业务包括图书策划与发行、图书分销、影视投资       
301025,读客文化,中国书业品牌影响力领先、营销模式领先、生产方式领先的专业文化
300654,世纪天鸿,公司由教辅图书出版商向综合教育服务商升级，布局教育AI等项目
301231,荣信文化,主营少儿图书的策划与发行，为少儿科普百科及低幼启蒙两个细分品
601999,出版传媒,国内第一家实现编辑业务和经营业务整体上市的出版企业     
601900,南方传媒,国家教材重要出版基地之一                  
601019,山东出版,主营业务以出版、发行、印刷、印刷物资贸易等为主       
600229,城市传媒,图书出版发行主营业务稳中向好，背靠国企积极布局新业态。   
2445,中南文化,国内最大的工业金属管件制造商                
601801,皖新传媒,公司主营出版物、文体用品，业务范围集中在安徽省       
600551,时代出版,全国率先以出版业务整体上市                 
719,中原传媒,河南省教育出版龙头                     
600757,长江传媒,具有湖北国资背景的湖北省文化产业龙头企业          
605577,龙版传媒,我国东北地区出版发行行业的领先企业之一，旗下出版物《格言》成
603230,内蒙新华,内蒙古自治区规模最大的出版物发行企业            
603999,读者传媒,《读者》杂志发行量连续10余年领跑中国期刊界        
2,万科Ａ,地产行业领军企业，土地储备充足可满足未来四年开发，多元化发展
600048,保利发展,全国性品牌龙头房企，现金流充沛，受益于未来地产集中化逻辑，市
600606,绿地控股,房地产行业龙头企业，大基建、大金融、大消费等产业多元发展  
600383,金地集团,老牌房企龙头，已形成全国化布局，持续多元化业务探索     
2305,*ST南置,中国电建集团旗下，以商业地产为引导的综合性物业开发企业   
600622,光大嘉宝,实控人光大集团，致力于将自身打造成为一个国内领先的不动产跨境
31,大悦城,中粮集团唯一的地产业务平台，以大悦城为品牌的城市综合体商业地
600657,信达地产,中国信达房地产开发业务运作平台，专业特色的不动产资源整合商。
2314,南山控股,以现代高端物流地产为战略性业务，以房地产开发为支撑性业务。 
600376,首开股份,具有国资背景并专注于房地产开发的领先企业，已在北京形成领先优
600340,华夏幸福,产业新城模式的标杆运营商                  
600266,城建发展,具有房地产开发一级资质，地产项目主要在北京         
600743,华远控股,国内房地产行业的先驱企业，老牌优质房企           
601588,北辰实业,一流的复合地产品牌企业，全国最大的会展场馆运营商之一    
600683,京投发展,以房地产开发为主营业务并逐步涉及多元产业发展的综合性企业  
402,金融街,以“地产开发+产业”模式为特色的房地产开发与销售商     
600791,京能置业,具有国资背景并专注于房地产开发的公司，在北京、天津等重点区域
600638,新黄浦,旗下科技京城是上海中心城区内唯一由上海市政府命名的高科技创业
600658,电子城,北京市国资委控股的大型高科技企业集团“北京电控”旗下唯一的科
620,盈新发展,公司为一家集文旅景区开发与运营、房地产项目开发建设、旅游服务
600246,万通发展,华东及北京地区经营房地产、商品房租赁的企业         
600463,空港股份,在高附加值的临空地产的建设、运营各个环节积累了丰富的经验  
608,*ST阳光,"一家主要从事房地产开发,商品房销售、租赁和咨询等业务的企业，"
600159,大龙地产,北京市优秀的房地产开发公司                 
600675,中华企业,上海市房地产开发十大著名企业之一              
600094,大名城,以上海、福州、厦门等区域为主的地产开发商          
600748,上实发展,上海国资房企，公司以中高端住宅开发为主，兼顾商业地产的开发及
600708,光明地产,上海国资委控股公司，深耕华东地区的地产开发商        
600639,浦东金桥,采取租售并举的策略，开发经营了金桥产业园区、碧云国际社区  
600663,陆家嘴,致力于陆家嘴金贸区开发建设，优秀的商业地产投资、开发、运营商
600649,城投控股,深耕上海房地产市场，在保障房、城市更新业务具有先发优势   
600692,亚通股份,是崇明岛唯一上市公司，主营房地产开发等业务         
600503,华丽家族,主营房地产开发，布局了临近空间飞行器、机器人、石墨烯、乙肝疫
600325,华发股份,珠海龙头国企，“一核两翼”加速腾飞。公司以住宅业务为核心，持
42,中洲控股,深圳民营房地产企业                     
600162,香江控股,以商贸物流、房地产、物业管理为主业的公司          
2016,世荣兆业,深耕珠海市的地产开发商                   
36,华联控股,最早从事专业化纤产品生产与经营的国营内联企业        
573,粤宏远Ａ,地产业务保持稳健发展策略，再生铅稳步推进发展，煤炭资源储量巨
601155,新城控股,通过“住宅+商业”双轮发展，打造了“开发+持有”的闭环经营模
600208,衢州发展,长三角地区地产开发商，投资了大量金融科技、高科技公司    
600736,苏州高新,园区开发背景的国有上市平台，公司立足空间运营、产业投资、产城
600510,黑牡丹,国内牛仔布生产销售规模最大的企业              
600533,栖霞建设,集中于江苏省南京、无锡、苏州三市布局房地产项目，品质人居筑造
838,财信发展,深耕房地产全产业链                     
600064,南京高科,房地产、市政、股权投资三大业务板块，经营业绩持续提升    
718,苏宁环球,深耕南京地区的房地产开发商                 
600716,凤凰股份,江苏省首家定位于文化地产开发的房地产开发企业。       
2244,滨江集团,三十年深耕杭州，区域优势明显，运营效率行业前列，企业估值不断
517,荣安地产,长三角地区房地产开发龙头企业                
2133,广宇集团,以高性价比的中小户型住宅开发为主的房地产企业        
631,顺发恒业,业务集中于长三角地区的房地产公司              
600173,卧龙新能,浙江民营房地产企业，房产主要集中在清远、绍兴、武汉三个区域。
897,津滨发展,主要从事商品销售、房屋租赁及销售的房地产企业        
965,天保基建,天津港保税区下属唯一一家A股上市公司，从事房地产开发、物业出
600322,津投城开,专注于天津的优质地产商。                  
514,渝开发,集地产开发、市政资产经营、会展经营、物业管理为一体的公司  
600067,冠城新材,主营房地产开发和漆包线生产销售，漆包线产品质量国内领先   
2146,荣盛发展,地产板块、康旅板块项目实现全国化布局            
926,福星股份,湖北地区最早切入“城中村、旧城、旧厂”改造的房企之一    
600665,天地源,聚焦西安高新区，稳健积极的国有房企             
600502,安徽建工,安徽老牌建筑国企，前身为安徽水利，整体上市后成省内基建龙头，
600239,云南城投,打造了住宅综合体、旅游地产与养老地产的产业联动商业模式   
601512,中新集团,立足苏州，园区开发创投基金两翼发展，配套服务循环发展    
600648,外高桥,国内唯一以保税区开发建设为主营的上市公司          
600133,东湖高新,主营园区运营、环保科技、工程建设的高新技术产业投资控股公司 
300947,德必集团,创意产业园区龙头                      
600604,市北高新,以园区产业载体开发经营、企业服务集成及产业投资为核心业务  
600724,宁波富达,地方城投背景的区域性商业地产运营，具有一定的区域资源优势  
600082,海泰发展,天津国资控股，国内最早一家“以创业孵化带动工业地产与产业投资
600605,汇通能源,剥离房地产开发与销售业务，聚焦房屋租赁、物业服务业务。控制权
2968,新大正,深耕非住宅物业管理，办公物业占据主导            
603506,南都物业,拥有机制、人员与组织、管理与品牌优势的物业服务企业     
2188,中天服务,原“巴士在线”股票简称变更为“中天服务”，主营业务变更为物业
882,华联股份,专注于社区型购物中心运营管理的专业运营商（以北京地区为核心布
56,皇庭国际,以不动产运营管理为主要业务                 
560,我爱我家,房地产经纪龙头企业，拥有我爱我家、相寓、昆百大外等多个品牌 
2285,世联行,公司是我国新房代理销售龙头企业，积极布局互联网+业务和金融服
2377,国创高新,“沥青业务和房地产中介服务”双主业发展           
300295,三六五网,全国最大的房地产家居网络营销服务提供商之一         
2333,罗普斯金,中高端铝合金门窗型材的研发，生产和销售，业内拥有良好的口碑 
301136,招标股份,综合实力较强的中国招标代理公司               
301115,联检科技,建工建材检测翘楚。                     
2398,垒知集团,外加剂+检测业务双轮驱动，同时拟进军光伏产业，打造新的增长极
300155,安居宝,无线报警控制器市场占有率处于行业领先地位          
2786,银宝山新,以模具为核心，集工业设计、模具制造、智能制造为一体化“模具+
531,穗恒运A,广州市属国有控股的重点电力生产和集中供热的上市企业     
600252,中恒集团,以制药为主，拥有健康食品等延伸板块的多元化产业集团     
300355,蒙草生态,核心业务涉及：生态修复、节水园林、现代草业、草种业、生态牧场
2451,摩恩电气,专业从事高端特种电缆研发、制造及销售的国家高新技术企业。主要
300620,光库科技,工业激光器业务稳健增长，铌酸锂业务空间广阔         
603738,泰晶科技,泰晶科技是内资晶振领导者，深耕行业十余年，形成多元完善的产品
2199,*ST东晶,国内石英晶体元器件行业的主要厂商              
300460,惠伦晶体,惠伦晶体是国内晶振龙头企业之一，产品已取得高通、英特尔、联发
2273,水晶光电,国内老牌光学加工龙头，稳固手机业务发力汽车+AR新业务。业绩
301183,东田微,手机摄像头滤光片国内市场占有率排名第三           
2962,五方光电,精密光电薄膜元器件供应商                  
688195,腾景科技,定位于光通信行业和光纤激光行业的上游，是精密光学元件和光纤器
688662,富信科技,国内外少数全产业链半导体热电技术解决方案提供商之一     
2281,光迅科技,主要从事光通信领域内光电子器件的开发及制造         
300394,天孚通信,业界领先的高端无源器件垂直整合方案提供商及高速光器件封装OD
300548,博创科技,光通信领域集成光电子器件技术领先的企业           
300570,太辰光,光器件的研发、生产和销售的高科技企业            
2725,跃岭股份,国内领先的铝合金车轮企业，主要定位于国际AM市场，产品销往全
603803,瑞斯康达,国内光纤通信接入领域的领军企业。为客户提供接入层网络的产品、
300308,中际旭创,全球领先的光模块解决方案提供商，2021年全球光模块供应商T
300502,新易盛,在国内5G建设与海外400G数通升级的共振周期中实现了弯道超
988,华工科技,武汉国资委旗下，激光产业的知名高科技公司          
936,华西股份,国内涤纶短纤维龙头企业，转型“并购+创投”金融生态圈    
301205,联特科技,国内少数可以批量交付涵盖10G、25G、40G、50G、10
603083,剑桥科技,全球100G高速光组件和光模块技术领先企业。主营业务是应用于
300757,罗博特科,完成了业界首创新型异质结电池铜电镀装备交付，高端自动化设备龙
300408,三环集团,深耕电子陶瓷领域多年，一体化布局技术优势明显，主导产品已进入
300913,兆龙互连,中国通信标准化协会全权会员；数据电缆国家标准起草单位    
301269,华大九天,华大九天是国内唯一一家可以提供全流程EDA产品的公司，202
688206,概伦电子,公司器件建模及验证EDA工具已经取得较高市场地位      
301095,广立微,EDA软件+半导体测试设备，收益于国产替代         
300456,赛微电子,收购瑞典Silex转型成为全球MEMS纯代工领域龙头。   
300353,东土科技,长期深耕工业互联网领域，提供工业互联网核心软硬件产品及解决方
300046,台基股份,国内大功率半导体龙头企业                  
688521,芯原股份,"
【RISC-V】
参与阿里玄铁RISC-V芯片设计，RIS"
688691,灿芯股份,全球集成电路设计服务行业头部厂商，与中芯国际建立了战略合作伙
2344,海宁皮城,海宁中国皮革城是全球最具规模、中国最具影响力的皮革专业市场 
603388,*ST元成,浙江省级林业重点龙头企业                  
688502,茂莱光学,国家级专精特新“小巨人”，主营精密光学器件、光学镜头及光学系
300341,麦克奥迪,致力于输配电设备核心部件--环氧绝缘件           
688596,正帆科技,国内领先的专门为泛半导体、光纤通信、医药制造等行业客户提供工
300236,上海新阳,立足电子电镀、电子清洗、电子光刻三大核心技术，国内唯一能提供
688720,艾森股份,集成电路封装用电镀液及配套试剂市占率国内前二        
688138,清溢光电,"公司主要从事掩膜版的制造，应用于平板显示、
半导体芯片、触控"
688401,路维光电,国内领先的掩膜版生产企业，立足于平板显示掩膜版和半导体掩膜版
2963,豪尔赛,集设计、研发、施工、运维为一体的集团化科技照明公司     
300346,南大光电,特气、ALD、光刻胶接棒成长，多维布局渐入佳境       
300655,晶瑞电材,国内最早规模量产光刻胶的少数几家企业之一          
300576,容大感光,一直致力于 PCB 光刻胶、显示用光刻胶、半导体用光刻胶、特
603306,华懋科技,我国汽车被动安全行业龙头企业，研发实力雄厚，安全气囊国际一流
688126,沪硅产业,公司是国内半导体硅片龙头，是率先实现300mm半导体硅片规模
2129,TCL中环,TCL中环是光伏硅片与半导体硅片双龙头，深耕单晶硅材料60余
3026,中晶科技,致力于高品质半导体硅材料的研发和生产            
688432,有研硅,国内半导体材料龙头企业，公司是国内最早开展刻蚀设备用硅材料开
688584,上海合晶,中国少数具备从晶体成长、衬底成型到外延生长全流程生产能力的半
603078,江化微,国内湿电子化学品龙头                    
603931,格林达,"全球TMAH显影液龙头,BOE蚀刻液进入京东方OLED产业链"
600423,柳化股份,华南片区的化工主要生产厂家，化肥和化工产品的生产和销售的公司
2409,雅克科技,中国半导体材料龙头，多业务共同发展             
603938,三孚股份,硅化合物龙头化工企业                    
603948,建业股份,国家级高新技术企业、全国增塑剂行业十强企业         
688019,安集科技,CMP 抛光液行业内资龙头，国产替代加速进行。       
300554,三超新材,专业从事精密金刚石工具研发、生产与销售的高新技术企业，产品包
300666,江丰电子,江丰电子是国内半导体靶材龙头，积极进军半导体零部件领域，业务
688530,欧莱新材,溅射靶材业务收入国内厂商中排名居前             
2119,康强电子,国内最大塑封引线框架生产基地，国内第二大的金丝生产企业   
688535,华海诚科,国内极少数同时布局FC底填胶与液态塑封料的内资半导体封装材料
688035,德邦科技,公司是国家集成电路产业基金重点布局的电子封装材料生产企业。 
600584,长电科技,全球领先的半导体微系统集成和封测服务供应商，业务覆盖高/中/
2156,通富微电,国产半导体封测龙头；深度绑定AMD、MTK；Chiplet技
2185,华天科技,国内第三大、全球第六大封测厂。               
603005,晶方科技,全球第二大能为影像传感芯片提供WLCSP量产服务的专业封测服
301348,蓝箭电子,拥有完整的半导体封装测试技术                
688216,气派科技,华南地区规模最大的内资集成电路封装测试企业之一       
2845,同兴达,液晶显示模组龙头                      
688372,伟测科技,国内第三方独立测试龙头，受益半导体产业国产化+芯片设计高端化
688135,利扬芯片,我国独立测试龙头：专注于测试板块十余年，深耕中高端测试领域。
688362,甬矽电子,主要聚焦集成电路封测业务中的先进封装领域。         
603991,至正股份,电线电缆、光缆用绿色环保型聚烯烃高分子材料领域高新技术企业 
2077,大港股份,“集成电路+园区环保”双主业发展，控股孙公司苏州科阳是少数掌
2079,苏州固锝,专注于半导体整流器件芯片、功率二极管、整流桥和IC封装测试领
601133,柏诚股份,国内少数具备承接多行业主流项目的洁净室系统集成解决方案提供商
688981,中芯国际,中芯国际为中国大陆第一大代工龙头，唯一掌握14nm FinF
688249,晶合集成,合肥国资委旗下的晶圆代工商，12英寸晶圆代工产能中国大陆前三
688172,燕东微,集芯片设计、晶圆制造和封装测试业务于一体，布局产品与方案、制
2230,科大讯飞,智慧教育深度受益，全球人工智能语音龙头持续受益AI开放平台和
300235,方直科技,国内领先的中小学同步教育产品及服务提供商          
600636,*ST国化,央企中唯一一家以文化教育为主业的上市公司，专注于教育信息化、
600730,中国高科,实控人教育部，主营业务包括教育（医学教育、高等教育产教融合、
2103,广博股份,国内文具用品龙头企业之一，主要从事文教办公用品的制造与销售、
300559,佳发教育,教育考试信息化龙头，标考新周期、智慧教育素质教育三箭齐发驱动
301185,鸥玛软件,中国考试技术现代化的开拓者、中国考试与测评领域的领军企业  
3005,竞业达,标准化考点龙头，面向教育信息化、智慧轨交等提供行业信息化产品
2841,视源股份,依托显示控制和智能交互技术优势，形成液晶显示主控板卡+智能交
1308,康冠科技,全球智能显示龙头，智能电视业务稳定发展，海外营收迅速提升，智
2955,鸿合科技,专注于教育信息化产品，打造“一核两翼”战略，课后延时服务（鸿
1339,智微智能,行业内少数能提供“端-边-云-网”的全架构产品和一站式服务的
300645,正元智慧,构建“融合智能服务平台+智能硬件+应用系统+云服务”的全场景
300359,全通教育,在教育信息化领域深耕多年，业务逐步发展至涵盖基础教育、家庭教
603918,金桥信息,国内多媒体信息系统应用行业中技术实力较为雄厚、       
2348,高乐股份,国内电子电动塑胶玩具出口龙头企业，“玩具+教育”双主营业务协
526,学大教育,国内个性化教育的开创者和领导者，积极探索和布局职业教育、素质
600661,昂立教育,业务战略调整为职业教育、青少儿素质教育、国际与基础教育、大学
300192,科德教育,龙门教育定位中等生、中西部、中高考，与市场形成差异化竞争，首
600455,博通股份,主营业务为计算机信息、高等教育等业务，城市学院国内前列   
2093,国脉科技,主营物联网技术服务、物联网咨询与设计服务、物联网科学园运营与
2607,中公教育,职业教育龙头                        
300338,ST开元,为财经会计培训领域的领先企业，最具竞争力行业品牌      
603377,ST东时,主营业务是机动车驾驶培训，逐步向汽车后市场         
3032,*ST传智,师资力量强大，多部原创教材热销，与多所高校建立合作实训关系，
300050,世纪鼎利,通信及物联网业务（移动通信网络优化方案供应商、RFID产品）
300845,捷安高科,专注于轨道交通、安全作业、船舶等领域计算机仿真实训系统研发与
605098,行动教育,管理教育第一股                       
300688,创业黑马,赋能中小创及专精特新，SaaS化推动企服全面升级      
300010,豆神教育,在语文学习、高考升学、智慧校园等教育领域的领先企业     
688262,国芯科技,引领汽车MCU芯片国产化，受益信息安全芯片硬件化      
300991,创益通,专注于高速互连产品的创新发展，数据存储领域达到国际一流厂商技
300475,香农芯创,主营电子元器件产品分销，拥有SK海力士、MTK、兆易创新等公
34,神州数码,神州数码是国内领先的IT领域分销和增值服务商，从2017年开
