时间	代码	名称	评级	标题
2025-06-18	600007	中国国贸	增持	经营北京优质商业，盈利稳定穿越周期
2025-06-17	603288	海天味业	增持	港股上市在即，稳步推进全球化战略
2025-06-17	831689	克莱特	增持	北交所信息更新：电池热保障系统量产，船用与核电领域产品订单充足
2025-06-17	600226	亨通股份	买入	高端铜箔国产化先锋，打造第二成长曲线
2025-06-17	688282	理工导航	买入	传统型号项目持续落地，持续参与新型弹药研发配套
2025-06-17	601098	中南传媒	买入	优化主业结构，打造“文化+科技”成长新局面
2025-06-17	002304	洋河股份	增持	洋河股份跟踪报告：以长期主义应对下行周期
2025-06-17	688591	泰凌微	买入	从超低功耗到EdgeAl，构建Matter全场景解决方案
2025-06-17	002273	水晶光电	买入	深度报告：光学积淀，AR领航
2025-06-17	688981	中芯国际	买入	匠芯筑梦，智造未来
2025-06-17	688256	寒武纪	增持	一季度业绩同环比高增，积极备货保障下游供应
2025-06-17	605589	圣泉集团	增持	合成树脂龙头企业，电子特种树脂快速成长
2025-06-17	838971	天马新材	增持	北交所信息更新：50,000吨电子陶瓷粉体募投项目结项投产，2025Q1营收同比+16%
2025-06-17	688518	联赢激光	增持	3C业务持续增长&动力锂电逐步修复，激光焊接设备龙头多点开花
2025-06-17	688233	神工股份	增持	一季度业绩同比高增，半导体硅电极持续放量
2025-06-16	870357	雅葆轩	增持	北交所信息更新：汽车电子新客户已进入批量生产，2025Q1归母净利润同比增长115%
2025-06-16	300760	迈瑞医疗	买入	数智化+流水化转型，打造增长新引擎
2025-06-16	300161	华中数控	增持	五轴高端引领，拥抱自主可控
2025-06-16	601058	赛轮轮胎	买入	25Q1产销增长，品牌持续升级
2025-06-16	688041	海光信息	买入	海光信息吸收合并中科曙光之三问三答
2025-06-16	920037	广信科技		绝缘材料领域国家级专精特新“小巨人”，下游需求旺盛，国产替代空间广阔
2025-06-16	688347	华虹公司	买入	工艺革新，创芯解码
2025-06-16	601155	新城控股	买入	公司信息更新报告：商管经营持续稳健，母公司重启美元债融资
2025-06-16	600026	中远海能	增持	中远海能，2024年报点评，利润增+19%，关注油运景气周期
2025-06-16	301033	迈普医学	买入	公司深度报告：深耕神外赛道，脑膜胶和可吸收止血纱新品上量可期
2025-06-16	688652	京仪装备	增持	深耕半导体专用温控/废气处理设备，国内市场份额稳步提升
2025-06-16	688271	联影医疗	增持	新一轮股权激励计划发布，助力增长
2025-06-16	831087	秋乐种业	增持	北交所信息更新：国内玉米种业领军者业绩短期承压，静待研发与渠道发力迎拐点
2025-06-16	002273	水晶光电	买入	公司首次覆盖报告：立足光学创新，多赛道布局打开成长空间
2025-06-16	300997	欢乐家	增持	供应链稳步进阶，产品渠道多元并进
2025-06-16	000002	万科A	中性	公司信息更新报告：销售均价有所提升，股东持续借款提供支持
2025-06-16	002384	东山精密	买入	事件点评：算力追光者，东山精密收购索尔思光电
2025-06-16	830779	武汉蓝电	增持	立足消费电子领域，拓展动力电池企业端客户大功率电池测试设备应用场景
2025-06-16	688088	虹软科技	增持	AI视觉算法头部厂商，新场景打开营收新增量
2025-06-16	836221	易实精密	买入	现金收购精冲工艺领域标的控制权，完善金属成型工艺链布局
2025-06-16	600873	梅花生物	买入	业绩表现良好，新项目落地助成长
2025-06-16	831961	创远信科	增持	射频通信测试仪器“小巨人”，车联网、低轨、低空等新兴领域缔造成长新机遇
2025-06-15	300204	舒泰神	买入	以突破性疗法为抓手，开拓细专科大市场
2025-06-15	688301	奕瑞科技	买入	X线影像设备一站式供应商，打破国外技术垄断
2025-06-15	002706	良信股份	买入	“两智一新”稳增长，AIDC创新机
2025-06-15	688041	海光信息	买入	海光信息事件点评：“硬件-软件-生态”协同，打造领先优势
2025-06-15	688658	悦康药业	买入	公司信息更新报告：小核酸和mRNA管线布局丰富，创新转型扬帆起航
2025-06-15	688629	华丰科技	增持	AI算力时代的高速线模组领军者
2025-06-15	002170	芭田股份	买入	小高寨磷矿迎来放量，助推业绩高增，二期扩能稳步推进
2025-06-15	001388	信通电子		新股覆盖研究：信通电子
2025-06-15	688775	影石创新	增持	全景影像龙头，技术卡位占据优势
2025-06-15	600480	凌云股份	买入	主业稳健增长，机器人传感器带来增长期权
2025-06-15	002545	东方铁塔	买入	钾肥增长显著，加快推进第二个百万吨建设
2025-06-15	920037	广信科技		北交所新股申购报告：绝缘纤维材料“小巨人”，卡位750kV绝缘蓝海+新能源
2025-06-15	688271	联影医疗	买入	发布新一期股权激励，彰显长期增长信心
2025-06-15	300285	国瓷材料	增持	业绩稳中有增，多板块持续发力
2025-06-15	601857	中国石油	买入	新疆油田绿色转型，从“跟随者”向“开拓者”蜕变
2025-06-15	300880	迦南智能	买入	电表业务“小而美”行稳致远，国际化和新能源加速布局
2025-06-14	831195	三祥科技	增持	车用胶管及其总成“小巨人”，紧抓新能源车发展机遇纵横前装车后全球市场
2025-06-14	002364	中恒电气	增持	通信电源龙头，受益AIDC算力提升
2025-06-14	300910	瑞丰新材	买入	公司深度报告：国内润滑油添加剂龙头企业，技术突破与国产替代驱动公司成长
2025-06-14	000917	电广传媒	买入	“新文旅”战略成效显著，潮玩赛道前瞻布局
2025-06-13	001308	康冠科技	买入	智能显示领军者，多元业务驱动增长新势能
2025-06-13	601857	中国石油	买入	油气新能源深度耦合，可持续发展能力提升
2025-06-13	600398	海澜之家	买入	深度报告：折扣零售兴起，新业态孕育而生
2025-06-13	603167	渤海轮渡	买入	运量有望增长，高股息或持续
2025-06-13	300652	雷迪克	买入	公司信息更新报告：誊展精密股权收购落地，人形机器人业务加速
2025-06-13	300251	光线传媒	增持	《哪咤》IP持续发酵，未来“动画+IP”模式有望打开高成长空间
2025-06-13	688286	敏芯股份	增持	MEMS技术平台型企业，多产品线齐头并进
2025-06-13	000983	山西焦煤	增持	整合资源打造龙头，聚焦主业提质增效
2025-06-13	688099	晶晨股份	买入	全球布局的音视频SoC龙头，多元布局开拓成长空间
2025-06-13	600968	海油发展	买入	油气一体化的海上油服领军企业
2025-06-13	003006	百亚股份	买入	国内优质卫生巾品牌 大单品持续放量
2025-06-13	002246	北化股份	买入	防务需求逐步回暖，商业航天前景广阔
2025-06-13	003033	征和工业	买入	公司动态研究报告：锚定链传动技术引领优势，破局海外市场与新兴领域新版图
2025-06-13	600901	江苏金租	买入	聚焦小微零售，量价双驱+三位一体风控构筑护城河
2025-06-13	688409	富创精密	买入	富集芯能，创领未来
2025-06-13	000596	古井贡酒	买入	坚持“全国化、次高端”战略，25年稳健发展可期
2025-06-12	002550	千红制药	买入	QHRD107 EHA数据点评：Ⅱa期初步数据优秀，临床进展顺利
2025-06-12	300473	德尔股份	买入	固态电池产线落地，汽零主业恢复增长
2025-06-12	603083	剑桥科技	买入	公司动态研究报告：800G及400G系列新品量产，光模块需求爆发推动利润高增
2025-06-12	000831	中国稀土	增持	中稀集团核心上市平台，受益稀土行业多重催化
2025-06-12	002290	禾盛新材	买入	动态点评：对外投资熠知电子，打通AI的“任督二脉”
2025-06-12	688698	伟创电气	增持	公司联合机器人产业链公司，加速布局灵巧手赛道
2025-06-12	834599	同力股份	买入	无人矿车打开长期增长空间，独具成长与红利双重属性
2025-06-12	300638	广和通	增持	端侧模组助力AI新消费玩偶，公司正在申请港股上市
2025-06-12	300979	华利集团	买入	首次覆盖：运动鞋制造龙头，壁垒深厚，增长可期
2025-06-12	603039	泛微网络	买入	深度报告：协同办公龙头，AI Agent打开第二成长曲线
2025-06-12	002911	佛燃能源	买入	佛山城燃龙头，高分红构筑安全边际
2025-06-12	688396	华润微	增持	1Q25营收同比改善，汽车电子占比稳步提升
2025-06-12	688503	聚和材料	增持	2024年年报和2025年一季报点评：稳健经营，行业地位稳固
2025-06-12	300203	聚光科技	买入	公司深度研究：行业龙头底蕴深厚，轻装上阵拐点已至
2025-06-12	603883	老百姓	买入	利润短期承压，期待25年表现
2025-06-12	300633	开立医疗	买入	主营业务经营稳健，高端化与国际化构筑长期竞争力
2025-06-12	601881	中国银河	买入	业务结构优化的头部央企，向国际投行进军
2025-06-12	300373	扬杰科技	买入	员工持股计划激励成长
2025-06-12	002036	联创电子	增持	公司首次覆盖报告：车载光学产能加速释放，静待盈利修复
2025-06-12	833429	康比特	增持	从专业迈向大众，品牌+渠道双轮破圈运动营养赛道
2025-06-12	601933	永辉超市	增持	门店调改效果显著，静待长期业绩回报
2025-06-12	002841	视源股份	买入	首次覆盖：AI赋能，希沃教育应用落地有望加速
2025-06-12	301291	明阳电气	增持	持续推动产品升级，数据中心与海外业务打开空间
2025-06-12	000938	紫光股份	买入	ICT领军，AI服务器与交换机齐放量
2025-06-12	600312	平高电气	增持	平高电气首次覆盖报告：深耕高压开关设备行业，受益特高压等电网投资增长
2025-06-11	688410	山外山	买入	山外山：血液净化设备国产龙头，全产业链布局前景广阔
2025-06-11	603893	瑞芯微	买入	AIoT SoC龙头厂商，充分受益端侧大时代
2025-06-11	688775	影石创新		影石创新投资探讨：25年前瞻专题之影石创新
2025-06-11	301120	新特电气		变频用变压器领先企业，数据中心有望打开成长空间
2025-06-11	601021	春秋航空	增持	经营稳健，国际航线继续恢复
2025-06-11	688262	国芯科技	买入	汽车电子高速增长，RISC-V注入新动能
2025-06-11	688258	卓易信息	买入	公司信息更新报告：发布AI+IDE平台EazyDevelop，激励落地放量可期
2025-06-11	688010	福光股份	买入	半导体精密光学持续推进，车载镜头加速成长
2025-06-11	002171	楚江新材	买入	铜基龙头进击军工新材料，有望受益于航空航天新景气
2025-06-11	600259	广晟有色	买入	低估、高成长的华南稀土龙头
2025-06-11	688363	华熙生物	买入	HA龙头革新启航，生命科技引领增长
2025-06-11	605376	博迁新材	买入	电子粉体龙头技术领先，拓展新能源第二增长极
2025-06-11	839493	并行科技	增持	北交所信息更新：已部署DeepSeek-R1等主流模型，2025Q1归母净利润同比+43.77%
2025-06-11	601083	锦江航运	增持	锦江航运，2024年报点评，年净利润同比增37%，维持高分红
2025-06-11	600933	爱柯迪	增持	卓尔博项目获上交所受理，主业增长稳健
2025-06-11	688041	海光信息	增持	海光信息吸收合并中科曙光，实现算力产业链闭环布局
2025-06-11	002497	雅化集团	买入	深度报告：民爆为盾，锂盐为矛
2025-06-11	603052	可川科技	买入	可川科技事件点评：打造光模块全链条制造能力，规模化生产开启
2025-06-11	688591	泰凌微	买入	无线连接芯片技术领航者，AIoT全场景物联网应用打开成长空间
2025-06-11	600575	淮河能源	买入	煤电联营模式优势凸显，资产注入稳步推进
2025-06-10	688775	影石创新	买入	全景相机冠军，运动相机成长可期
2025-06-10	832419	路斯股份	买入	北交所信息更新：主粮新突破驱动业绩增长，海外产能释放开启成长新篇章
2025-06-10	600353	旭光电子	增持	电力设备+军工+电子材料多轮驱动，1Q25毛利率同比改善
2025-06-10	603998	方盛制药	买入	公司信息更新报告：聚焦头痛用药需求，养血祛风止痛颗粒带来新增量
2025-06-10	300888	稳健医疗	买入	医疗+消费双轮驱动，多点开花构筑品牌护城河
2025-06-10	000538	云南白药	买入	云南白药：四大业务板块稳健发展，战略布局创新中药和核药
2025-06-10	605056	咸亨国际	买入	乘风MRO万亿市场，深度服务+多元客户驱动高成长
2025-06-10	600048	保利发展	买入	公司信息更新报告：高能级城市重点深耕，行业销售排名保持第一
2025-06-10	000600	建投能源	买入	背靠用电紧平衡河北省，热电联产模式显著提高效率
2025-06-10	688521	芯原股份	买入	ASIC芯片定制产业趋势助力，AIGC、智能驾驶与Chiplet战略持续赋能
2025-06-10	600486	扬农化工	买入	业绩平稳增长，农化景气度回升
2025-06-10	688150	莱特光电	买入	OLED终端材料多系列布局，新产品放量加速成长
2025-06-10	002532	天山铝业	买入	20万吨电解铝富余指标拟开始建设，达产后产量增量21%
2025-06-10	601222	林洋能源	买入	海外布局并进，三大业务稳健扩张
2025-06-10	301320	豪江智能	买入	公司动态研究报告：智能驱动多领域覆盖，全球布局助推发展
2025-06-10	920027	交大铁发	增持	北交所首次覆盖报告：国产钢轨打磨车打破垄断，轨交技服及运维领跑稀缺标的
2025-06-10	603899	晨光股份	买入	加码IP再起航
2025-06-10	000963	华东医药	买入	白马药企转型创新，开启发展新阶段
2025-06-10	000422	湖北宜化	增持	多元化大型化工企业，疆煤优质资产并表打开成长空间
2025-06-10	301058	中粮科工	买入	骨干冷链物流基地逐步落地，公司冷链工程业务关注度有望提升
2025-06-09	839493	并行科技	增持	超算云服务国家级“小巨人”，聚焦AI云、算力集群等业务赋能产业升级
2025-06-09	300476	胜宏科技	买入	“软硬兼具”的高端PCB龙头，AI算力需求带来超预期增长空间
2025-06-09	601658	邮储银行	买入	邮储银行2024年年报及2025年一季报点评：营收结构优化，负债优势稳固
2025-06-09	837344	三元基因	增持	北交所信息更新：干扰素集采拓展准入终端，研发重组蛋白产品布局消费医疗市场
2025-06-09	688480	赛恩斯	买入	业务结构优化，利润有望持续增长
2025-06-09	300567	精测电子	增持	显示业务逐步修复，半导体业务先进制程加速成长
2025-06-09	603766	隆鑫通用	买入	无极品牌加速成长，聚焦主业再度出发
2025-06-09	603198	迎驾贡酒	增持	迎驾贡酒跟踪报告：区域龙头地位稳固，生态洞藏增势延续
2025-06-09	002993	奥海科技	买入	端侧AI驱动充电龙头成长，新能源汽车/服务器业务贡献新增长极
2025-06-09	301517	陕西华达	买入	防务需求逐步回暖，商业航天前景广阔
2025-06-09	688196	卓越新能	买入	公司首次覆盖报告：生物柴油龙头朝百万产能进发，减碳背景下成长可期
2025-06-09	002812	恩捷股份	买入	恩捷股份事件点评：根植云南的锂电隔膜龙头，发力固态电池材料
2025-06-09	603565	中谷物流	买入	内贸集运物流龙头，内外协同强化盈利韧性
2025-06-09	300672	国科微	买入	公司事件点评报告：拟收购中芯宁波，构建“芯片设计+晶圆加工”全产业链能力
2025-06-09	603087	甘李药业	买入	国内胰岛素量价齐升，海外业务持续拓展
2025-06-09	688206	概伦电子	买入	山川焕彩，智绘芯图
2025-06-09	301269	华大九天	买入	国产化大有可为
2025-06-09	300258	精锻科技	买入	精密齿轮行业龙头，布局减速器卡位机器人核心部件
2025-06-08	002594	比亚迪	买入	5月销量点评：出口表现持续强劲，降价促销推动本土增长恢复
2025-06-08	430685	新芝生物	增持	北交所信息更新：完善温控系统、制药装备产品线，2025Q1净利润同比+121%
2025-06-08	688639	华恒生物	中性	新项目稳步推进，一季度盈利能力改善
2025-06-08	601107	四川成渝	买入	“大集团+小公司”战略，高股息有望带来价值提升
2025-06-08	001872	招商港口	买入	全球化港口投资平台，持续海外扩张增利添红
2025-06-08	601005	重庆钢铁	增持	首次覆盖报告：西南区域钢铁龙头，产品结构升级提速
2025-06-08	688169	石头科技	买入	筹划H股上市，有助企业国际化
2025-06-08	600536	中国软件	买入	公司事件点评：引进重要产业投资者，麒麟软件龙头地位进一步强化
2025-06-08	601128	常熟银行	买入	做小做散，高质发展
2025-06-08	002364	中恒电气	买入	掘金HVDC百亿蓝海，御风AI基建全球化
2025-06-08	600025	华能水电	买入	华能水电2024年年度股东大会点评：深耕云南清洁能源，远期成长有保障
2025-06-08	000625	长安汽车	买入	公司简评报告：新能源销量回升，间接控股股东兵装集团重组方案落地
2025-06-08	002532	天山铝业	买入	事件点评：规划电解铝扩产，技改降低能源成本
2025-06-07	603296	华勤技术	买入	数据+智能终端驱动，Q1业绩超预期增长
2025-06-07	688591	泰凌微	买入	无线物联网SoC领航者，端侧AI布局赋能连接+计算双维成长
2025-06-07	920106	林泰新材	增持	湿式摩擦片国产替代领军者，DHT等新项目与飞行汽车等场景拓展共驱腾飞
2025-06-06	301109	军信股份	买入	手握长沙核心固废资产 有望成为IDC协同发展先行者
2025-06-06	605266	健之佳	买入	销售费用率略有提升，门店数量仍保持稳定增长
2025-06-06	000338	潍柴动力	买入	大缸径大有可为，政策加持重卡景气修复，新能源布局全力提速
2025-06-06	600600	青岛啤酒	买入	管理层平稳换届，公司经营持续向好
2025-06-06	000786	北新建材	买入	平台型建材，架构初长成
2025-06-06	002080	中材科技	买入	新材料领跑先锋，高端卡位有望迎估值重塑
2025-06-06	601298	青岛港	买入	北方沿海枢纽港口，成长与红利兼具
2025-06-06	002085	万丰奥威	增持	低空经济蓄势成长可期
2025-06-06	688557	兰剑智能	买入	自研自产高筑壁垒，对标巨头空间广阔
2025-06-06	603193	润本股份	买入	驱蚊+婴童护理双轮驱动，全渠道布局持续发力
2025-06-06	688018	乐鑫科技	买入	多领域数字化升级，盈利水平持续提升
2025-06-06	688690	纳微科技	买入	公司深度报告：色谱填料主业把握两大机遇，全产业链布局打开成长天花板
2025-06-06	300672	国科微	增持	转型IDM模式，实现“芯片设计+晶圆加工”全产业链布局
2025-06-06	300203	聚光科技	买入	业绩符合预期，营收质量不断提高
2025-06-06	603308	应流股份	买入	“两机”景气度上行，国产化加速推进
2025-06-06	002153	石基信息	买入	公司事件点评：签约万豪酒店集团，国际化拓展迎来标志性进展
2025-06-06	870976	视声智能	增持	北交所信息更新：海外市场布局深入出口销售增长迅速，2025Q1归母净利润同比增长53%
2025-06-05	600993	马应龙	买入	业绩稳健增长，大健康业务值得期待
2025-06-05	301459	丰茂股份		主业稳健增长，加大新兴业务投入
2025-06-05	600298	安琪酵母	增持	业绩点评：2024年的国内销售恢复显著
2025-06-05	301155	海力风电	买入	海风迎新一轮景气周期，深远海+出口贡献新动力
2025-06-05	000422	湖北宜化	增持	宜昌新发投完成股权过户，新疆宜化成为控股子公司
2025-06-05	603569	长久物流	增持	长久物流，2024年报点评，整车出海业务可能带来业绩增长
2025-06-05	601633	长城汽车	买入	5月销量回暖，新品加速上市助力销量持续增长
2025-06-05	300699	光威复材	买入	大飞机自主可控持续加速，航空装备无人化拉动需求增长
2025-06-05	300153	科泰电源	买入	发电机组龙头，把握数据中心发展机遇
2025-06-05	688192	迪哲医药	买入	2024年年报和2025年一季报点评：商业化产品快速放量，研发管线持续推进
2025-06-05	601933	永辉超市	买入	永辉超市：极致预期差下的龙头重估
2025-06-05	003041	真爱美家	买入	巩固一带一路客户优势
2025-06-05	002265	建设工业	增持	主营业务保持稳定，“一核两翼”向新发展
2025-06-05	601127	赛力斯	买入	问界M8交付起量，人形机器人启航
2025-06-05	301398	星源卓镁	买入	24年业绩增长，加速镁合金海内外产能扩张
2025-06-05	920098	科隆新材	增持	北交所首次覆盖报告：从密封件到矿山特车，双翼齐飞拓展军工高铁新赛道
2025-06-05	605167	利柏特	买入	核电景气度加速上行，模块化建造市场前景广阔
2025-06-05	002649	博彦科技	买入	公司首次覆盖报告：领先数智技术服务商，AI带来新机遇
2025-06-05	002267	陕天然气	增持	陕天然气：高股息长输管网龙头，资产注入+管网扩建驱动长期成长
2025-06-05	002273	水晶光电	买入	多产品稳步增长
2025-06-04	870726	鸿智科技	增持	北交所信息更新：健康养生厨房小家电快速增长，公司大力拓展电商业务
2025-06-04	002422	科伦药业	买入	2024年报和2025年一季报点评：创新管线逐步兑现，国际化推动长期增长
2025-06-04	601998	中信银行	买入	中信银行跟踪更新：中信银行AIC获批筹建，投贷联动迈向新阶段
2025-06-04	301268	铭利达	买入	公司首次覆盖报告：海外汽车客户迎放量元年， 经营拐点或已现
2025-06-04	000625	长安汽车	买入	系列点评二十七：阿维塔+深蓝齐发力 新能源加速上量
2025-06-04	873690	捷众科技	增持	北交所信息更新：入选省单项冠军，2025Q1扣非归母净利润同比+65%
2025-06-04	833533	骏创科技	增持	“以塑代钢”趋势下配套T公司，技术积累助力储能/动力电池业务拓展
2025-06-04	688621	阳光诺和		STC007二期临床数据读出，业务转型阶段把握价值重估机遇
2025-06-04	688622	禾信仪器	增持	首次覆盖报告：龙头的下一站，量子计算
2025-06-04	601038	一拖股份	买入	周期反转在即，产品升级势不可挡
2025-06-04	601318	中国平安	买入	中国平安发行H股可转债，集团资本实力进一步充实
2025-06-04	002543	万和电气	增持	热水器龙头再起航，管理改善控费效果明显
2025-06-04	688167	炬光科技	买入	公司动态研究报告：激光光学元器件一季度表现强劲，多元化产品矩阵深耕光学赛道
2025-06-04	600426	华鲁恒升	买入	低成本煤化工龙头，回购彰显信心
2025-06-04	601633	长城汽车	买入	系列点评二十三：5月：魏牌销量亮眼 出口稳步向上
2025-06-03	920682	球冠电缆	增持	电线电缆国家级“小巨人”，设备更新政策、新基建计划等驱动线缆需求扩容
2025-06-03	300762	上海瀚讯	买入	2024年报及2025Q1点评：低轨卫星进入批产阶段，基本面有望先修复、后重塑
2025-06-03	002595	豪迈科技	增持	业绩快速增长，机床、硫化机成长空间较大
2025-06-03	833394	民士达	买入	北交所公司深度报告：布局新产品打开增长第二曲线，芳纶纸国产替代有望加速
2025-06-03	603757	大元泵业	增持	热泵行业企稳向上，液冷温控领域带来新增长点
2025-06-03	600323	瀚蓝环境	买入	大固废整合佼佼者，并购粤丰正式完成，协同增效空间大
2025-06-03	603699	纽威股份	增持	业绩快速增长，中高端产品持续突破
2025-06-03	600926	杭州银行		转债触发强赎，高成长优质行将迎价值重估
2025-06-03	688392	骄成超声	增持	配件+线束基本盘向上，半导体封测突破
2025-06-03	920027	交大铁发		新股覆盖研究：交大铁发
2025-06-03	830879	基康仪器	增持	北交所公司深度报告：国内智能安全监测领域领军者，对标海外龙头基恩士
2025-06-03	605259	绿田机械	增持	通机、高压清洗机双轮驱动，营收正迅速放量
2025-06-03	300184	力源信息	买入	电子元器件仓库
2025-06-03	603400	华之杰		新股覆盖研究：华之杰
2025-06-03	301421	波长光电	买入	半导体光学加速推进
2025-06-03	601012	隆基绿能	买入	产业链价格下行拖累业绩，2025年BC产品出货占比有望超25%
2025-06-03	603365	水星家纺	买入	家纺迎新机遇，看好龙头份额进一步提升
2025-06-03	688041	海光信息	买入	事件点评：算力“双链融合”，重构产业生态
2025-06-03	301073	君亭酒店		君亭酒店事件点评：与精选国际达成战略合作，借势国际品牌赋能长期发展
2025-06-03	002410	广联达	买入	公司动态报告：触底反转，向AI而生
2025-06-03	688256	寒武纪	买入	国产算力芯片中军，迎接智算时代历史机遇
2025-06-03	603227	雪峰科技	买入	深度报告：民爆看新疆，强强联合落雪峰
2025-06-03	000957	中通客车	买入	客车产品竞争力强化，新能源出口未来可期
2025-06-03	300138	晨光生物	买入	Q1利润复苏，主业经营向好
2025-06-03	002222	福晶科技	买入	三大业务并驾齐驱，至期光子构筑新增长曲线
2025-06-03	688236	春立医疗	增持	2025年一季度归母净利同比增长5%，集采影响逐步出清
2025-06-03	300450	先导智能	买入	看好国内龙头扩产重启&海外整车厂入局，龙头设备商充分受益
2025-06-03	838227	美登科技	增持	深耕电商SaaS软件，差异化产品形成品牌优势，加速AI技术商业化
2025-06-02	601899	紫金矿业	买入	拟分拆子公司赴港上市，公司估值有望重估
2025-06-02	002649	博彦科技	增持	2024年年报与2025年1季报点评：经营业绩稳健，生态合作助力新业务拓展
2025-06-02	300979	华利集团		围绕大客户配置全球新建产能持续落地，新客户订单增长显著
2025-06-02	605166	聚合顺	增持	量利齐升提振业绩，产能品类扩张支撑持续成长
2025-06-02	301678	新恒汇		新股覆盖研究：新恒汇
2025-06-02	605338	巴比食品	买入	加快收并购，团餐保持良好增长
2025-06-02	688981	中芯国际	增持	Q1受突发事件影响，不改晶圆本土化长期需求
2025-06-02	688525	佰维存储	增持	AI眼镜加速放量，晶圆级先进封测稳步推进
2025-06-02	000581	威孚高科		设立控股子公司，深化全主动悬架合作研究
2025-06-02	688361	中科飞测	买入	中科飞测：国内半导体量检测设备领军者，多元化产品布局成就未来
2025-06-02	300751	迈为股份	买入	拟发行可转债募资近20亿元，设备龙头加码钙钛矿叠层
2025-06-02	601677	明泰铝业	增持	公司点评报告：产品结构不断优化，单吨净利润同比增加
2025-06-02	000963	华东医药	买入	公司深度报告：创新转型再出发，多产品步入收获期
2025-06-02	002850	科达利	买入	结构件龙头护城河深厚，赋能机器人崛起正当时
2025-06-02	301326	捷邦科技	买入	捷邦科技深度报告：精密制造夯实基础，多元布局驱动成长
2025-06-02	603583	捷昌驱动	买入	线性驱动领军企业，携手灵巧智能进军机器人赛道
2025-06-02	002594	比亚迪	买入	系列点评二十九：海外销量再创新高 全球化加速推进
2025-06-02	688778	厦钨新能	买入	主业稳健向上，新品打开成长空间
2025-06-02	300842	帝科股份	买入	光伏导电浆料龙头，高铜浆料产业化领先
2025-06-02	603305	旭升集团	增持	24年业绩呈现回落态势，布局新赛道寻求突破
2025-06-02	301160	翔楼新材	买入	精冲材料迈向高端化，开辟机器人第二增长极
2025-06-02	301109	军信股份	买入	龙出湘江——长沙固废一体化龙头，先发布局垃圾焚烧+IDC
2025-06-02	601777	千里科技	买入	千里之行，始于AI
2025-06-01	001380	华纬科技	买入	24年业绩高速增长，产能持续扩张
2025-06-01	688533	上声电子	买入	24年业绩稳步增长，25Q1业绩承压
2025-05-31	002657	中科金财	买入	首次覆盖报告：携手阿里，发布独家AI+金融原生Agent
2025-05-31	834058	华洋赛车	增持	北交所信息更新：双品牌+新能源拓赛道，2025Q1营收+264%归母净利润+162%
2025-05-30	872541	铁大科技	增持	北交所信息更新：2024全年雷电防护类产品营收+36.60%，2025Q1实现归母净利润+33.43%
2025-05-30	301039	中集车辆	增持	业绩短期承压，持续推进提质增效与全球市场开拓
2025-05-30	603181	皇马科技	买入	产品销量持续提升，经营业绩稳步增长
2025-05-30	601318	中国平安	买入	25年寿险NBV有韧性，股息政策积极
2025-05-30	601865	福莱特	增持	2025Q1业绩点评：Q1毛利率改善，期待Q2盈利能力进一步提升
2025-05-30	688085	三友医疗	买入	脊柱集采出清，全球化布局脊柱机器人+超声骨刀
2025-05-30	002659	凯文教育	买入	经营拐点初现，多元布局构筑成长新曲线
2025-05-30	603711	香飘飘	增持	官宣新代言人，品牌建设持续强化
2025-05-30	688266	泽璟制药	买入	吉卡昔替尼获批上市，国产首个骨髓纤维化JAK抑制剂
2025-05-30	300124	汇川技术	增持	2025年一季度业绩增长63%，正式布局人形机器人业务
2025-05-30	000550	江铃汽车	增持	持续发力海外开拓市场空间，深入推进新能源与智能化转型
2025-05-30	688519	南亚新材	买入	高端覆铜板领跑行业复苏，南亚新材成长加速度
2025-05-30	300148	天舟文化	买入	公司动态研究报告：主业向好 探索AI+教育
2025-05-30	601898	中煤能源	买入	央企煤炭巨头盈利稳健，联营促成长分红显价值
2025-05-30	300648	星云股份	买入	发布Battery-AI大模型，AI赋能业绩与估值体系重构
2025-05-30	300502	新易盛	买入	季报点评：净利润创新高，800G产品出货量持续提升
2025-05-30	003020	立方制药	买入	集采出清，哌甲酯三层芯片获批，业绩有望迎来反转
2025-05-30	688213	思特威	买入	思特威首次覆盖报告：“安防+手机+汽车”三足鼎立，技术创新推动产品发展
2025-05-30	601900	南方传媒	买入	主业稳健提质，AI赋能打开成长空间
2025-05-30	301628	强达电路	买入	营收利润高速增长，高端产能积极扩充
2025-05-30	300785	值得买	买入	AI战略加速落地，内容生态与效率双重进化
2025-05-30	688073	毕得医药	买入	分子砌块专家，赋能新药研发
2025-05-30	836208	青矩技术	买入	北交所信息更新：全流程咨询龙头并购整合提速，拟收购北京求实工程45.12%股权
2025-05-30	003000	劲仔食品	买入	公司动态跟踪：推出新品虎皮豆干，核心品类矩阵持续升级
2025-05-30	002276	万马股份	增持	业绩略低于预期，超高压3期投产逐步投产有望贡献业绩
2025-05-30	688686	奥普特	增持	机器视觉领域领先企业，拓展人工智能视觉算法软件
2025-05-30	600221	海航控股	买入	经营改善释放业绩潜力，第四大航价值重塑
2025-05-30	600438	通威股份	增持	24年报&25Q1业绩点评：硅料龙头地位稳固，成本低至2.7万元以内
2025-05-30	688653	康希通信	买入	主业稳步发展，外延积极布局
2025-05-30	688787	海天瑞声	买入	AI数据训练龙头，挖掘数据集价值
2025-05-30	300442	润泽科技	买入	年报点评：2025年新一代智算中心步入集中交付期
2025-05-30	603755	日辰股份	增持	业绩点评：收入保持较高增长，一季度盈利改善
